[GIN] 2025/06/17 - 11:15:50 | 200 |      1.0255ms |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:15:53 | 200 |       517.2µs |             ::1 | GET      "/role"
[GIN] 2025/06/17 - 11:15:53 | 200 |            0s |             ::1 | GET      "/user"
[GIN] 2025/06/17 - 11:15:55 | 200 |       510.2µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:15:55 | 200 |       541.7µs |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:15:55 | 200 |            0s |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:15:55 | 200 |         512µs |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:15:55 | 200 |     27.9033ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:15:58 | 200 |       519.4µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:15:58 | 200 |            0s |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:15:58 | 200 |            0s |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:15:58 | 200 |       543.4µs |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:15:58 | 200 |     27.7979ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:15:58 | 200 |       509.9µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:17:32 | 200 |       529.4µs |             ::1 | GET      "/user/validate"
[GIN] 2025/06/17 - 11:17:34 | 200 |       569.9µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:17:34 | 200 |       629.8µs |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:17:34 | 200 |            0s |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:17:34 | 200 |            0s |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:17:34 | 200 |     30.0975ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:17:35 | 200 |       554.7µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:17:37 | 200 |       666.5µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:17:37 | 200 |            0s |             ::1 | GET      "/item"
[GIN] 2025/06/17 - 11:17:37 | 200 |         512µs |             ::1 | GET      "/item/quantity/1"
[GIN] 2025/06/17 - 11:17:37 | 200 |         512µs |             ::1 | GET      "/item/quantity/2"
[GIN] 2025/06/17 - 11:17:37 | 200 |     28.2769ms |             ::1 | GET      "/item/quantity/3"
[GIN] 2025/06/17 - 11:17:37 | 200 |       541.4µs |             ::1 | GET      "/category"
[GIN] 2025/06/17 - 11:17:38 | 204 |            0s |             ::1 | OPTIONS  "/category/1"
[GIN] 2025/06/17 - 11:17:38 | 200 |      1.0178ms |             ::1 | GET      "/category/1"
[GIN] 2025/06/17 - 11:17:39 | 200 |      2.2806ms |             ::1 | PUT      "/category/1"
